text,category
"great ui aggregates much information one place, great app! super intuitive use",None
would given 5 could pin pinterest it,None
"bring back accuracy lending card line availability knowing if, much ur ur limit beneficial u run every single thru amex!! its working least 7-10days now",None
amazing awesome its everything me!!!,None
loading content slow non-automated load reliably even ipad plugged wifi thus its cumbersome keep issues current loaded reading experience good significantly better print howeve instead picking ipad reading morning wait download,None
apps fool u,None
"interesting, pacifying ",None
scientific believable sort fun,None
"one favorite apps! abandoned dad dead mom, got caught stealing bread shop, got sent australia, learned cook sew, married builder need get app!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!",None
audiobooks e books library app wonderful!,None
"paid upgrade even though birthdays show app site, dont transfer calender ipad good that? basically means open app everyday see whos birthday is!! sent message support team course, answer! want money back! run hills, app doesnt work!!!!",None
"uninstalling app, tired birthdays appear 4 times calendar",None
its amazing app,None
program its good one,None
fox news nothing half truths whole lies sort inflammatory filth nothing agenda corporate thugs serve tried treason propaganda report nation grows steadily divided every day long fox calls journalists weaker country fox news ashamed themselves carry app know enemy actually throw mouth speak words fox news,None
lack clarity easy use,None
awesome,None
love it!!!!!!,None
first 50 - 100 levels fun finish first puzzle find didnt bother finish game cool good game gets boring isnt anything win goals achieve,None
love nook app,None
live nook! its best!!,None
best reading app far! love nook reading app ipad! thanks great reading app,None
a+++,None
app works like charm dont spend extra time finding available associate,None
itouch great got ipad great heck apple? dont want look pixelated stuff store would convenient update,None
"needs ability see two devices time map, without switch back forth also, would like ability preload certain maps takes long sometimes load maps cell signal preloaded maps would eliminate problem",None
"please read instructions make sure school list app seems like everyone marked app poorly couldnt log in, didnt bother read instructions!!!! clearly states schools system must enabled app work",None
requires access grades itll get 5 strs book,None
family guy south park! im lovin app!,None
great app need accessible speaker button,None
"its like mix texting talking, better!!!!!!!!!!!!!!!!!!!!!! love it!!!!!!!!!!!!!!!",None
easy way get contact people,None
"must have, best its classif real peers!",None
worth it!,None
dont lie!,None
currently ti-89 titanium use quite often application made dont need carry thy around much spent five minutes playing going amazing,None
love books everywhere go,None
plaquenil years check color- perception regularly appreciated,None
think its cool,None
try real!,None
"eh severe astigmatism, astigmatism test said didnt deleting app",None
deleted less 5 minutes,None
"awesome, give app 10, use flashlight time, helped even day, trying find things darkest places100%totally wonderful",None
love saves turn light using settings use time,None
app works fine basic bank accounts,None
ok really like app cant find ringtones saved,None
able change seats mobile airline app imperative aas never functions all realize doesnt work?!,None
must have!!,None
first best app parking rates place life saver useful app,None
great!!! u put robert downey jr music!!! pleaseee!!!!,None
ever go web site iphone sends app connect xbox way,None
bad bad bad vevo always videos months dont gym class heroes bruno mars like really? its waste,None
got blood test results 2 days blood drawn doc 7 days later app still says results in progress food app getting something medically important always trust phone call app  need upload results quicker app! sucky !!,None
its good easy use,None
red12345,None
"couldnt better really, options copy results also send via textemail would like see option viewing results full-screen, sometimes end gets cut off still copiespastes its cool )",None
love quotes wish quotes could appear notifications area id pay full version!,None
"exact app every ikea-phile ever wished for finally retire three ring notebook page protectors! thank you, ikea!",None
everyone first get app u fantasy team yes u make trades go standings choose team u want trade press propose trade top screen!!!!!!,None
find app useful mechanism class info free programs missing cant much better (esp free)!,None
great,None
app awesome!,None
works perfect me,None
totally convenient way manage teams bad reviews bogus!,None
"great app, always works spot on!",None
"great app, good info, free, like cams",None
addicting!!!!!!!!!and help susan g komen cure,None
im app 247,None
love access everything phone,None
"great app,and helpful",None
flashlight lights up!,None
addicting!,None
good pass time,None
make updates make stuff ),None
"great app, im college football!!!!!",None
awesome help alot love it,None
great handy app love listen pronunciation,None
pretty average although hard manage cause its kinda difficult,None
love app takes less ten seconds let know battery life is!!! love it,None
would definitely recommend one,None
liked idea implementation horrible though cant read dang books whats point app cant zoom text actually see it even best vision one read books here!! would even think creating app doesnt work properly?? im incredibly disappointed google,None
"app one useful apps have! flexibility insert organize decks, syncing devices, ability dictate notes awesome!!!",None
love app really cool able download existing decks quizlet saved make 158 flash cards study cm level 8 piano exam! thank flashcardlet!,None
dont change thing,None
"love ) helpful study! paperless, study phone anywhere!",None
useful creator good job,None
absolutely awesome!!! one beautiful free apps thanks ),None
"great weather, eazy understand",None
detailed,None
"app made searching easy, quick get app",None
47 eyes good really works well,None
great useful app nothing bad say it helps find best deals gas around city little glitches its supposed to 5 stars!,None
always completely date,None
"used app locally, well traveling sometimes its off, part, works great",None
"matter travel, its accurate use",None
like it,None
takes 2 days app even online banking show transaction sure late add checks deposit,None
"fort lauderdale il lugano making us feel like royalty! friendly, bending backward relax us end long travel day great app great hotels!",None
app rocks!!! good hotels great price,None
really useful easy use would ask changes1 animation bit slow turning cards 2 would great could import spreadsheets like google docs!,None
great app!! useful easy use!,None
great,None
helpful whole working out! heath condition & check time workouts!!,None
particularly like reminder!,None
accurate,None
"dozen attempts made iphone 4, able get work three times even frustratingly inconsistent recognizing pulse im sure indication its reading heart rate, dial moves around restarts constantly sometimes blinking heart shows up instructions dont explain dial heart icon for keeping finger location would reveal heart rate 85 31 watched video website look location finger comparison theirs--same spot its possible technique use measure heart rate doesnt work everyone--thus vast disparity ratings app seems work people others doesnt work ipad 2 even good lighting",None
app runs slow!!!,None
absolutely love app scan whatever see,None
"awsome app , love using app d",None
"easy use, ive found ton cool stuff getting qr codes!! highly recommended",None
"booked 18 hole course via app, told got 9 hole par 3 golf never updated app mistake despite courses efforts contact them waste weekend morning",None
super original application great!!!!!,None
love looks! sure gets info accurate is? beat looking weather there!,None
visually stunning ads annoying sometimes,None
great easyuse everyday,None
great app,None
takes translation rather literally languages english dont say whats name could add common phrase translator function would much accurate,None
app convenient! looovvve it!!,None
app cant imagine got anywhere without it experience its approx 98% accurate spoken directions necessity youre driving alone one improvement would spoken directions little earlier especially busy highway id recommend app anyone looking reliable accurate directions,None
awesome! real deal!,None
somehow lost contacts app got everything back,None
mediocre!! its primitive!!!,None
finally secure place private photos worrying things accidentally seen buy this,None
awesome app,None
absolutely handy pics dont need everyone else see,None
great app especially fantasy news one great sources use get info first thing freezes min scrolling article,None
its pretty good top notch,None
must sports lovers,None
fantastic,None
best sports app!!!,None
makes friends laugh loud,None
"best weather app ever! great job, totally outclasses weather apps",None
"love app, although wish could add local stores store list",None
ok,None
"beneficial app, enjoy looking seeing whats available",None
surprised much useful,None
"3 days wont do need least 5 days seems user friendly easy follow perhaps added ingredients--not multiple entries onion, per se",None
"app helpful me difficulty picking cook dinner, app gives recipes based meat want cook generates shopping list print! im much less stressed dinner planning made simple quick app!",None
"easy uselove frenchusing french stations improve french its working!!! merci, merci!!!",None
nice features freebie!,None
great app!!!,None
pretty much best camera app ive used far awesome features apps lack (the horizon indicator something wasnt expecting use time) great job! ???,None
"decent app finally, notifications here please give us multi account login, google",None
great application,None
definetley best editing app?????,None
save lot money,None
app current several stores closed dates old could like app current,None
great app family bujet,None
1 click search sales plan trips love !!!!,None
reason ask someone app tell well found,None
refer title lol great job thx,None
oovoo amazing love,None
amazing app love using ut,None
works well friends loved,None
makes finding hard-to-find deals easy,None
great app great deals great savings whats like!?,None
"love shows great deals, )",None
slick!,None
"make one available ipod touch, iphones",None
good app definitely saves time finding online books!,None
like chicken bites always forget least 1 sauce every time,None
"easy use, super fast! perfect rush ordering!!!",None
super convenient love able order delicious food phone dominoes keeps getting better better!,None
great app! way better papa johns,None
"great app, one suggestion, would great allowed daily flow values",None
its nice app,None
"like service order compare one add another accuracy, really need 2 favorites available pay free service bookmark availability wrong wont support it!",None
its ok dont like emoticons work around ( little bit) emoticons really dont want annoys ehh 2 ??,None
really love shop delias website look catalogs go anytime love app,None
bezt app ever convenient local international text,None
app like best thing thats ever happened me!! im one friends without phone pinger practically saved social life! best app ever!!,None
"love google+! wealth information love illustrations, content hangoutroom husband connect using tool often its amazing app hope catches on",None
thanks making app manage account better mobile site,None
great app someone go needs know going w delays app helped time interviews,None
app easy use im glad found it!,None
biggie nothing get excited about,None
"never write reviews songza great app, really great concept",None
love keek,None
good app,None
"asking make new already created oneafter post youre ready new one, tap collage twice takes back layout screen insert new pics",None
great app 3,None
useful!,None
love app!! come handy bright!,None
great app!????,None
"really great app helps keep track spending, great graphing capabilities, auto categorization & export feature extremely well done show app everyone!",None
soooo much easier may well use mobile version website,None
"hate right bat would drop pin???? dumb, dumb, dumb security aspect two interface paradigms (mobile web) discrete web password complex, making excruciating login phone dumb web password risk getting hacked make phone-life easier? think not change back old app much better",None
needs improvement,None
thing would like added semester dates,None
confusing limited instructions!!! havent able download songs 45 minutes trying work app!! waste timeid rather pay music!!!!!!! thanks nuttin!!!,None
needs play next song one ends definetely get 5 stars,None
"app pain use requires u enter password time brief inactivity period unless u setup password protect phone, u cant get app save password like apps work",None
"great items fast, easy ordering love fab",None
made many purchases fab mostly satisfied offerings unique good quality dont expect stuff hurry many items handcrafted one criticism multiple views items descriptions somewhat lacking,None
app great app ????????? use bonus code cherryx3 ???????????? please thank ~ cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3,None
awesome app,None
good want costs money,None
"love app real time temp reading home screen, need open app entirely view current temp!",None
awesome app!!! worth downloading fast!!,None
able find music like play anywhere go,None
"every time try go app crashes sends back home page keep trying trying get on crashing great app, ill give 5 stars crashing problem fixed",None
every day find something new app!,None
ive saved much money many neat apps!,None
great app find free stuff,None
even though lot stuff give away already free personally dont time search app store every day apps gone free brings top quality content daily basis thanks guys!!!,None
check apps gone free log everyday see whats available!,None
awesomesssss,None
great,None
takes long time 2 scan,None
started using app device 3 weeks influenced use saw colleague use glee idea actual people entering data (mechanical turk?) gives hope cards captured correctly time tell first capture cards look great,None
worked great 40 cards submitted three cards pending weeks needs work could one best,None
good,None
good,None
serves purpose far,None
"ipad layout, landscape view, fail! update ipad features, rating go up!",None
great app bears fan! bear down!,None
getting betterand better really like getting quick data,None
great apo,None
8 week program really works! ran 5k today! awesome!,None
finished w3d3 looking forward 1st 5k 20 years!,None
delete add app times say 3rd time charm working great,None
great app! works great playlists! wish worked pandora! definitely worth paying pay version c25k date,None
love it!,None
good forecast always current accurate!,None
beautiful looking app informative well!,None
"harder thought would be, fun, neat",None
awaome,None
like app!,None
??????????????,None
"content critiqued here unsurpassed min ago dl lessons im finding buttons impossible two option dl left, info right literally 10% success rate selecting either bc coding genius decided tap along entire horizontal strip describing said lesson indicates play sigh try meditate",None
love itunes u! would awesome archive courses dont show bookshelf accessed later,None
theres many cool selections??,None
un subscribe?!??!? son purchased im happy charges $24 month someone give hand!!,None
love app c take pic without hold like always -- <3,None
works perfect picks ton stations really far,None
love using app walt disney world! dont need carry paper maps pamphlets guide family around parks resorts,None
its fun game earning money hard long tons gems thing buy soon enough delete,None
great!!,None
verry nice,None
excelent,None
best app,None
love id cap that!!,None
annoying wont change horizontal view ipad use attachable keyboard requires horizontal layouts doesnt app switch like rest them?,None
lot workouts free app,None
thanks!,None
"love variety monster fight,and love effect parking falling using ramp! good game!!",None
?????????,None
love it!,None
fun way get back touch classmates time-capsule way!,None
addicting,None
absolutely love it must download,None
fun,None
awesome,None
fun app!,None
great!,None
app pretty neat!!,None
??,None
good,None
hi,None
"gr8 app, turns anything say rap wish choices beats free two free",None
"love brave version better original graphics much better love phrases says objective hitting 100 stupid dont know ive done, improved status targets hit given tally drop much like distance markers end target segment",None
"outstanding! everything u need ideas one place lot quicker searching web, good job fellas!",None
love app,None
cool app!?it,None
great pictures,None
good ideas,None
really cool interesting tattoos,None
good way get idea tat!!),None
great app,None
good,None
awesome & convenient,None
"wont let even try filters take photos without enabling location service basically, facebook wants track location plaster site even worse, lie required order iphone allow app access photos ive already taken really? thats interesting, location services blocked instagram photo apps work fine funny works way, filters terrible well nearly good instagram, camera+ others save time dont even bother",None
one addicting games ive ever played!,None
ggugtg,None
nice options,None
decent photo editing,None
many locked frames free version use apps options pic,None
pretty cool app try  u wont regret it0),None
its great brother hes four disney comes play hes bord,None
??,None
love app decide want collage add variety frames,None
"finely crafted bubble shooter great graphics, cute characters, fun gameplay merits 4 5 stars however, cancelled trying make pay real money order keep playing believe its 5 turns day get free, lose 5 times either wait specific amount time pay money keep playing breaks gameplay refuse make in-game payments sort hate type payment system would much rather buy game up-front $1, $2, even $3 option becomes available, would definitely buy game",None
good job,None
wonderful,None
please make like one computer like option download stuff,None
"nice idea poorly designed example, maps enlarge convert landscape phone (iphone4) impossible read tracking information noaa user-friendly",None
g,None
like,None
cool,None
neat app,None
still gallery camera upload mode !,None
"it&#39s super easy copy pictures clipboard even save phone, can&#39t download videos?",None
? can&#39t sign separate drop box accounts?,None
outstanding would nice pc app features available ios app,None
love pasting notes ever note paste passwords paste copies receipts anything need locate later easily find one location search option handy well wish instructions clearer,None
"impressed versatility terms type note one take it&#39s great ability input url, photos, audio, text great desktop integration computer drawback i&#39ve encountered though offers labels doesn&#39t offer folders editing dashboard app could use easier interface still good app though",None
"evernote go everything - whether lists, meeting notes, things remember etc thing wish date driven &#34to-do&#34 reminder would app would ever use things productivity",None
become main notes program wish could handwriting love put outlook emails using note apps ipad,None
"wish ms would release one note apple, though",None
user friendly easy use easy directed wished better gps function,None
great application one great application chat please increase upload limit useful,None
hope whatsapp sms though!,None
one thing needed able sub-boards example would board food board food could sub board dessert healthy brunch,None
best gr8 like nice good job plz add frame free pack,None
timelapse !!!!! time lapse easyliy capture awesome app actually dont use app edit pics capture full resolution pics used make timelapsed d d damn happy app !,None
"dropbox great service however, use camera upload option ios 7, uploads original photo edited one otherwise, i&#39d rate dropbox 5 stars",None
love service annotations pdfs disappeared dropbox since ios 7 update need back please,None
still ability change file names - basic function hard believe amount time error messages simply trying move files response dropbox,None
can&#39t share folders! reason made dropbox first place ugh,None
add voice memo iphone?!,None
"put things dropbox folder desktop, find files date modified, name, etc app incomprehensible un-modifyable sorting function it&#39s almost impossible find files within app find phone, believe &#34favorite&#34 challenge find",None
"i&#39ve using evernote since 2005 college it&#39s wonderful service ios7 redesign apps always worked great design app terrible it&#39s jumbled, confusing lots advertising service add ons &#34news&#34 get way core functionality please redesign app",None
app makeup easy take great notes really like able record audio someone speaking wile i&#39m typing notes!,None
"absolutely love able save notes organize notebooks use app daily two useful notebooks 1 storing recipes 2 medical info current meds also love view various devices wish sharing notes, didn&#39t look like garble use colors formatting also, haven&#39t found undo option app version accidentally delete content, app still deserves 5 stars hands though!",None
"probably using evernote full capability, i&#39m avid note taker list maker one most-used aps would like see feature putting due dates notes, becomes task list sometimes editing notes slow, that&#39s give 4 stars",None
"evernote main way keep projects order reason 4 stars instead 5 - lack 3-4 editing choices entering text iphone (features available apps, ie change text color, etc) perhaps there, so, easy find syncing great great app!",None
"love using evernote simplicity, ease use effectiveness use tool work personal purposes mainly taking notes work meetings, eliminating paper clutter (both work personal) really like integration saas tools recently switched wife evernote storing scanned documents",None
"use evernote every day work personal note-taking glad crash launch fixed quickly! would like see complete parity (on formatting features) desktop ipad versions, it&#39s getting really close",None
ever spent hour trying find user name would accepted? app it! freaking waste time! would give zero would allow me!,None
"cant get enough brilliant app switched samsung galaxy note 2 iphone noticed option switch timestamps unavailable samsung devices could included next update, 5 star rating sorted",None
great picture edited great far love please add clip arts-),None
none,None
"game really fun great way learn facts, geography, capitals, landmarks locations great states united states! nephews strategically placing stacks super learning fun!",None
love tests brain!,None
"youre probably thinking pay get something similar freei thought thing finally ponied (do really spend *that* much moreless cup coffee?) value its added daily basis invaluable time tables pretty accurate, love service advisories constantly change every weekend neighborhoods maps, mention last minute emergencies lines due water main break police incident you better plan trip avoid certain line rather find station yellow tape blocking way, walk half mile catch another line find thing saying sod catching cab saved much time",None
easy find songs purchase itunes,None
"fun never much interest astronomy, app changed everything",None
lots fun use live unpopulated area its neat pick stars what app works well!,None
its really useful cuz im astronomer its magestical!,None
exciting app like share kids,None
nice app,None
great info houston restaurants though restaurant info needs updated relocated,None
"complaint app unless live one supported cities, its pretty much useless even live big city, app wont help youre travelling somewhere smaller, recommend keeping backup app like urbanspoon iphone backup",None
"bought app december 24th purchased mainly hunting google terrain map set issued terrain map would load, blacked out maps features worked fine emailed customer support night around 11pm, response solution via email checked mail 9 am, christmas morning! now, thats would consider excellent support seems small issue google terrain maps affected purchases friday 23rd, saturday 24th fixed everything works great!",None
use app almost every weekend exploring back roads trails motorcycle functionality excellent road well using data review later using google earth ive tried gps tracking apps one go back every time strongly recommend reading users guide watching videos 10 minutes spent learning app really pay much use function get app,None
"cannot believe amazing new changes are mountain bike, hike, camp, travel must need app! tracks altitude, pace, speed, every stat need unit measure far best app have!",None
makes easy keep track mileage,None
"pretty easy use - using 2 years easy learn new features added, features made sense!",None
needs better interface load save favorites,None
"why, would add social network app deals personal health issue? ill discuss period close friend sister social network unknown security updating app, using option permanently disable social feature included",None
"is, hands down, useful app lite version decided worth money upgrade makes much easier guess check calendar love it!!",None
ran side side app beat hands down needs dedicated space mileage,None
love its multifunctionality able multiple business year prior expenses etc!,None
"excellent upgrade, addition moon phases much work little time get water using separate app check moon phase efficient times hit ramp",None
better snooth drync far update would like able move wines different locations without drinking re-adding application,None
"ap great, really puts collection fingertips! really like easy manage wine collection, buying, drinking storage notes love it!",None
works awesome me 1200 cellar mostly older bottles scan works lot type search fills in really live app love drink feature use every week!,None
better wine app,None
good app eat lot home cooked meals its hard find exact thing ate,None
"app beast! best thing is, doesnt need internet! ipod touch dont internet public recomend app!",None
buy,None
great little app especially hectic schedules keeps like visual people like me,None
love app!!! best constellationstar app ive seen,None
"so havent yet installed latest version though love holiday bonuses (i laughed aloud last night saw flying overhead), agree onoff switch wouldve good, rather implementingremoving all app itself, love it live desert plenty stars visible its nice finally confirm semi-novice identifications meet new stars constellations",None
"live sky work touch also, doesnt find correct location close like droid appbut parsec",None
sometimes app top slow update information delays gate changes dont use source information flights,None
used app years now keeps getting better tavel lot useful complaint function wanting charge upgrades travel lot its worth it,None
nice app keep tracks flights easy ) time,None
"keep tabs brothers flight info, travels work quite bit im worrier nature, its wonderful able see progress flights ive always able pull easily & theyve always accurate great job!",None
used app world hasnt let yet!,None
work well remote areas mountain ranges good gps foreign cities google works well,None
take mountain bike trail continually improving surprising ways keep great work!,None
its pure joy already pic friends call sometimes contacts info fb friends havent taken time acquire fabulous!,None
love sync & bday reminders ),None
works fine,None
great app!,None
"would pull contacts facebook, phone, put phone",None
"comes ipad keynote integration, app worthwhile get complaint notifications ipad interrupt it fix apple improving notification system *cough* get use keynote )",None
"concerned cannot zoom savvy charts reference materials included appyou can! let help simply tap chart image itself immediately bring closer page, get even closer pinching tap images first, friends great app",None
first didnt challenges literally got board 10min turn challenges like hawk dead animal get point beter modern combat 3!!!!!!,None
best game ever!!!!,None
cant find buy add ons plz help wise great game,None
give 5 stars add girl pygmies,None
"thanks flight tracker, missed flight flight tracker gave completely incorrect flight delay information!",None
great app tracking flights! limousine company & drivers use track clients flights,None
easy use accurate must traveler!,None
finished weekend playing first time used product impressed it! setlist option favorite part played several different times throughout weekend able program songs setlist form made super easy transition songs highly recommend product cant wait use again!,None
must buy,None
"price, its great ive using quicken 5 years now, ive switched app 2 years ago wife use sync option keeping budge easily awesome app- needs desktop version!",None
"app fixture college studies good reader technology turbo charges research puts ahead pack couple instapaper, papers, air printer app two power hands (and pocket)",None
use app every day iphone 4 works perfectly fine,None
yes,None
demasiado de buenogracias dios por esta bendicin,None
enjoy sending verses friends iphone,None
"love new verse pop every morning great go, youre looking verse pertaining certain category whether encouragement, patience, etc convenient beautiful background pictures",None
dont look missal crowded mass enjoy following along ipod touch thank,None
"love convenience daily readings right fingertips, travel europe semester, dont know could live without it!",None
"great app, needed thank",None
great daily readings love it,None
excellent app use daily devotional reading mass readings well done!,None
overall great app use daily would helpful entrance communion antiphons included appreciate new app purchase feature saint day either included program way remove buy button want purchase this,None
bargain benefits receive daily app!! audio especially good have reading (or listening) daily mass readings great help me also like prayers start end day consider must-have app busy catholics,None
doodle jump sick love it! hes freaking cute!,None
insanely fun addicting love game u add backgrounds powerups though,None
"needed good flash card system mandarin vocabulary, everything could asked for never heard quizlet before, enabling extended keyboard pinyin, simplified chinese keyboard, easily able make custom list words ? (shu?) one side, water instance inputting app super easy! well done totally worth $4 quizlet free, way",None
"pixel pixel, scanner better expensive hp printerscanner part iphone part jotnots software use presentations text page (it doesnt well images though, hence 4 stars) taken whole, its money well spent",None
fantastic app ! makes reading forums much easier find more great!!,None
like lot,None
"think app works better using desktop use forums fast, eat read, searches well wish miniusa bike forums great tacoma world",None
"use forums lot, youll love app!",None
saved much cash =],None
excellent,None
good,None
wish u better bb massenger,None
send update,None
best app ever!!,None
"app great know people complain making account, fits needs need anything computer dropbox works great!",None
youll love craigslist pro,None
"apparently allowed values app decided cant see unlike rest country - dont need anyone hold hand tell do bring back personals section idiots! used love app business good laugh, dont think use much all disappointed update!!!!",None
remove entire sections updated? thats downgrade,None
purchased aps sure one them,None
awsome,None
different categories missing since update whats wrong this?,None
